Name_phone,Id_comment,Name_comment,Buy_place_comment,Content_comment,Used_comment
iPhone 14 Pro Max,r-53566453,Trịnh Đức Sơn,Đã mua tại TGDD,"Mua hôm trước 32,5tr. Hai hôm sau còn 30,5tr. Như kiểu mất tiền oan. Trong khi với số tiền đó 2 hôm sau mua đc bản dung lượng cao hơn. Dùng đc 8 hôm thì chết rung, máy ko rung đc, may đi bảo hành đc đổi máy mới. Rút kinh nghiệm ko mua sớm làm gì.",Đã dùng khoảng 2 tuần
iPhone 14 Pro Max,r-53434757,Chị Hoài,Đã mua tại DMX,Máy dùng nhanh hết pin,Đã dùng khoảng 2 tuần
iPhone 14 Pro Max,r-53405979,Quỳnh,Đã mua tại DMX,"Máy dùng nhanh hết pin, mới mua được nửa tháng mở màn hình khoá lên bị sọc ngang mất 1 giây nhanh đến mức k kịp nhìn Bỏ 34tr9 mua k bằng con xs max cũ 2 năm trước mình mua lại 10tr",Đã dùng khoảng 2 tuần
iPhone 14 Pro Max,r-53401049,Anh Cường,Đã mua tại TGDD,"k bằng iphone 13,gọi video bi nhoè hình ảnh",Đã dùng khoảng 1 tuần
iPhone 14 Pro Max,r-52971274,HÙNG,Đã mua tại DMX,Máy hao pin nhanh hết hơn 13 promax,Đã dùng khoảng 1 tuần
Samsung Galaxy Z Flip4 5G,r-53572760,Đinh Ngọc Sơn,Đã mua tại TGDD,Máy ok nv bán hàng chu đáo phục vụ khách,Đã dùng khoảng 1 tuần
Samsung Galaxy Z Flip4 5G,r-53526524,Trương Thu Hà,Đã mua tại DMX,"Máy xinh, nhân viên nhiệt tình 5 sao an",Đã dùng khoảng 1 tuần
Samsung Galaxy Z Flip4 5G,r-53513046,Trân Quoc Toan,Đã mua tại TGDD,"Moi mua nghe pin nhanh het,ai ngo pin rât trâu hên gê",Đã dùng khoảng 1 ngày
Samsung Galaxy Z Flip4 5G,r-52938234,TÙNG,Đã mua tại TGDD,Tôi muốn đặt thêm hai mấy. Có tặng đồng hồ,Đã dùng khoảng 1 tuần
Samsung Galaxy Z Flip4 5G,r-52928696,Nhân,Đã mua tại TGDD,Khá tốt nhưng bản lề hơi cứng,Đã dùng khoảng 1 tháng
Samsung Galaxy Z Flip4 5G,r-52909160,TRẦN THỊ THANH THÚY,Đã mua tại DMX,Rất tot,Đã dùng khoảng 1 tuần
Samsung Galaxy Z Flip4 5G,r-52906652,TRANG,Đã mua tại TGDD,Rất tốt,Đã dùng khoảng 7 ngày
Samsung Galaxy Z Flip4 5G,r-52780951,Nguyễn Như Ân,Đã mua tại TGDD,Sản phẩm tốt . Bạn nhân viên tên Kha hỗ trợ nhiệt tình,Đã dùng khoảng 1 tuần
Samsung Galaxy Z Flip4 5G,r-52698382,Lê Thị Thúy Kiều,Đã mua tại TGDD,"Mình dùng bản 128GB. MÀU Đẹp, thiết kế sang, lạ, độc đáo. Pin đủ dùng 24 tiếng. Đối với mình như vậy là quá tốt rồi.",Đã dùng khoảng 1 tuần
Samsung Galaxy Z Flip4 5G,r-52616752,MINH,Đã mua tại TGDD,Dùng sướng. Lên đời từ zflip3 thấy đáng đồng tiền lắm,Đã dùng khoảng 3 tuần
Samsung Galaxy Z Flip4 5G,r-52599348,TRANG,Đã mua tại TGDD,Good,Đã dùng khoảng 3 tuần
Samsung Galaxy Z Flip4 5G,r-52587901,Nguyễn Thảo,Đã mua tại DMX,"Nhỏ gọn, xài mướt chụp ảnh rõ nét đẹp, pin cucg khá ổn xài đc nữa ngày, nói chung là ok",Đã dùng khoảng 3 tuần
Samsung Galaxy Z Flip4 5G,r-52572882,TUYỀN,Đã mua tại DMX,Đt đẹp,Đã dùng khoảng 2 tuần
Samsung Galaxy Z Flip4 5G,r-52505803,HAI,Đã mua tại TGDD,Tôt,Đã dùng khoảng 2 tuần
Samsung Galaxy Z Flip4 5G,r-52504260,NGUYÊN,Đã mua tại TGDD,"Rất đẹp, mua được giá có nhiều khuyến mãi nên rất ưng ý.",Đã dùng khoảng 2 tuần
Samsung Galaxy Z Flip4 5G,r-52504137,HƯNG,Đã mua tại TGDD,Sản phẩm đẹp ạ,Đã dùng khoảng 1 tuần
Samsung Galaxy Z Flip4 5G,r-52502319,Hồ Thị Vui,Đã mua tại DMX,OK hết,Đã dùng khoảng 1 tuần
Samsung Galaxy Z Flip4 5G,r-52498691,Văn,Đã mua tại TGDD,Good,Đã dùng khoảng 1 tuần
Samsung Galaxy Z Flip4 5G,r-52495803,Nguyễn Thị Nha Trang,Đã mua tại TGDD,Điện thoại rất đẹp gấp lại rất gọn rất ưng ý,Đã dùng khoảng 1 tuần
Samsung Galaxy Z Flip4 5G,r-52494818,DƯƠNG THÙY TRANG,Đã mua tại DMX,🥰🥰🥰🥰,Đã dùng khoảng 5 ngày
Samsung Galaxy Z Flip4 5G,r-52493215,NGUYỄN THÁI DƯƠNG,Đã mua tại DMX,Trải nghiệm rất thú vị khi chuyển từ Iphone sang Samsung trên chiếc máy này !,Đã dùng khoảng 7 ngày
Samsung Galaxy Z Flip4 5G,r-52490696,Lâm Nguyễn Phương Loan,Đã mua tại TGDD,"Bạn nữ nào thích thì mua thôi, gọn, xinh, máy mượt, chụp ảnh ok, nét, nhiều cái hay hay. Với lại ra đường nhiều người chú ý dt gì lạ vậy",Đã dùng khoảng 3 ngày
Samsung Galaxy Z Flip4 5G,r-52404824,Trần Huyền Trang,Đã mua tại TGDD,"Đẹp, mượt, linh hoạt",Đã dùng khoảng 1 tuần
Samsung Galaxy Z Flip4 5G,r-53397983,PHONG,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
Samsung Galaxy Z Flip4 5G,r-52898934,THÀNH,Đã mua tại DMX,,Đã dùng khoảng 2 tuần
Samsung Galaxy Z Flip4 5G,r-52523156,TOÀN,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
Samsung Galaxy Z Flip4 5G,r-52508437,Cô Dung,Đã mua tại TGDD,,Đã dùng khoảng 2 tuần
Samsung Galaxy Z Flip4 5G,r-52504876,NHÀN,Đã mua tại DMX,,Đã dùng khoảng 2 tuần
Samsung Galaxy Z Flip4 5G,r-53333568,MAI,Đã mua tại DMX,Rat tốt,Đã dùng khoảng 1 tuần
Samsung Galaxy Z Flip4 5G,r-53224393,LONG,Đã mua tại TGDD,Mới xài thấy rất OK,Đã dùng khoảng 1 tuần
Samsung Galaxy Z Flip4 5G,r-53186234,HÙNG,Đã mua tại TGDD,Tốt,Đã dùng khoảng 1 tuần
Samsung Galaxy Z Flip4 5G,r-53111932,VÂN,Đã mua tại DMX,Máy đẹp. Ốp đẹp. Không hết pin nhanh như mọi người nghĩ đâu.,Đã dùng khoảng 1 tuần
Samsung Galaxy Z Flip4 5G,r-53041088,LINH,Đã mua tại TGDD,Mình tháy dùng cũng đươc.thích kiêu gập và màu tím,Đã dùng khoảng 1 tuần
Samsung Galaxy Z Flip4 5G,r-52838804,HẢI,Đã mua tại DMX,"Hài long với cửa hàng, luôn có thái độ tốt với bất cứ khách nào vào cửa hàng, đều đc nv hỗ trợi nhiệt tình",Đã dùng khoảng 1 tuần
Samsung Galaxy Z Flip4 5G,r-52497469,Nguyễn Thị Sáng,Đã mua tại DMX,"Tạm thời máy dùng rất ổn, mượt, pin rất trâu, chụp ảnh đẹp",Đã dùng khoảng 1 tuần
Samsung Galaxy Z Flip4 5G,r-52493357,PHAN THỊ LÊ,Đã mua tại DMX,Tốt,Đã dùng khoảng 1 tuần
Samsung Galaxy Z Flip4 5G,r-52490918,Hà Nhật Mai,Đã mua tại TGDD,"Thật sự sp rất đẹp và ổn áp. Đúng là như mọi người đã nói, pin tụt nhanh. Nhưng cũng dễ hiểu vì ss có quá nhiều chức năng, hình ảnh và hiển thị rất đa màu sắc nên tốn khá nhiều pin dù để không không sử dụng vẫn tụt. Nhưng chung quy thì vẫn là 1 sản phẩm tốt. Khuyến cáo ai chơi game không nên sử dụng l.",Đã dùng khoảng 1 tuần
Samsung Galaxy Z Flip4 5G,r-53232709,LỢI,Đã mua tại TGDD,,Đã dùng khoảng 2 tuần
Samsung Galaxy Z Flip4 5G,r-52826710,HUYỀN,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
Samsung Galaxy Z Flip4 5G,r-52518270,Chị Nga,Đã mua tại TGDD,,Đã dùng khoảng 6 ngày
Samsung Galaxy Z Flip4 5G,r-52490900,NGUYỄN THỊ NHIÊN,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
Samsung Galaxy Z Flip4 5G,r-52486160,Mích,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
Samsung Galaxy Z Flip4 5G,r-53472073,Thương,Đã mua tại DMX,Bình thường,Đã dùng khoảng 1 tháng
Samsung Galaxy Z Flip4 5G,r-53323931,Nguyễn Thị Mai,Đã mua tại TGDD,Điện thoại rất nhanh nóng. Đặc biệt lúc xạc pin nóng như sắp nổ dt,Đã dùng khoảng 5 ngày
Samsung Galaxy Z Flip4 5G,r-52404764,C Trần,Đã mua tại TGDD,"Pin vẫn nhanh hết, dùng tỪ 7h đến 17h là hết rùi.",Đã dùng khoảng 1 tuần
Samsung Galaxy Z Flip4 5G,r-53529532,Nguyễn Mai Thư,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
Samsung Galaxy Z Flip4 5G,r-53197043,TUẤN,Đã mua tại DMX,Máy bị lỗi khuôn mặt. Lúc nhận lúc không. Lắp 2 sik vào thì bị đơ. Chậm,Đã dùng khoảng 1 tuần
Samsung Galaxy Z Flip4 5G,r-53133928,THẮNG,Đã mua tại TGDD,Điện thoại cực nhah hết pin ngày xạc 2.3 lần,Đã dùng khoảng 3 tuần
Xiaomi Redmi Note 11,r-53537567,TRỊNH MINH KHA,Đã mua tại DMX,"SP sạc nhanh pin ok sau 1 thời gian dùng máy cảm thấy ổn.... Hợp với giá tiền ngon bổ rẻ sẽ giới thiệu cho bạn bè, người thân mua",Đã dùng khoảng 1 tuần
Xiaomi Redmi Note 11,r-53441582,B NG,Đã mua tại TGDD,Sp tốt.,Đã dùng khoảng 2 tháng
Xiaomi Redmi Note 11,r-53366646,BẨY,Đã mua tại DMX,Hàng dùng ok đã mua 3 cái cho người thân,Đã dùng khoảng 4 tháng
Xiaomi Redmi Note 11,r-53293647,LỘC,Đã mua tại DMX,"ĐT ổn trong tầm giá, nhân viên tư vấn nhiệt tình",Đã dùng khoảng 1 tuần
Xiaomi Redmi Note 11,r-53257239,LINH,Đã mua tại TGDD,Đang sử dụng và cảm thấy ổn. Dù máy đã qua sẽ nhưng 👍,Đã dùng khoảng 1 tháng
Xiaomi Redmi Note 11,r-53251624,THIỆN,Đã mua tại DMX,Dùng ngon mình đang dùng note 9pro đây là mua hộ e gái note 11 màn hình đẹp mượt nói chung dùng ngon so với tầm giá,Đã dùng khoảng 1 tuần
Xiaomi Redmi Note 11,r-53212990,HIỀN,Đã mua tại TGDD,Sản phẩm dễ sử dụng. Nên mua,Đã dùng khoảng 1 tuần
Xiaomi Redmi Note 11,r-53131730,Vì Vẫn Thu,Đã mua tại TGDD,Mk mua máy đc ba tháng giờ bán lại đc ko vậy ạ,Đã dùng khoảng 2 tháng
Xiaomi Redmi Note 11,r-53081344,Hoàng,Đã mua tại TGDD,Cho mình hỏi nếu mình unlock bootloader máy thì còn được bảo hành không bạn,Đã dùng khoảng 8 tháng
Xiaomi Redmi Note 11,r-53004940,HOÀNG,Đã mua tại DMX,Tôt,Đã dùng khoảng 1 tuần
Xiaomi Redmi Note 11,r-52831150,QUYẾN,Đã mua tại DMX,Đã mua và trải nghiệm .trước mắt là hài lòng k có vấn đề gì hết..còn lâu dài mới biết Cho 5 sao nhé,Đã dùng khoảng 1 tuần
Xiaomi Redmi Note 11,r-52798026,NGUYEN PHUONG NAM,Đã mua tại TGDD,Dùng rất tốt,Đã dùng khoảng 7 ngày
Xiaomi Redmi Note 11,r-52773720,CƯƠNG,Đã mua tại TGDD,Hh,Đã dùng khoảng 1 tuần
Xiaomi Redmi Note 11,r-52756215,THỊNH,Đã mua tại TGDD,Rất tốt,Đã dùng khoảng 1 tuần
Xiaomi Redmi Note 11,r-52754901,CHÂU,Đã mua tại TGDD,Sp rất tốt,Đã dùng khoảng 1 tuần
Xiaomi Redmi Note 11,r-52751462,THẮNG,Đã mua tại TGDD,Sản phẩm ok,Đã dùng khoảng 1 tuần
Xiaomi Redmi Note 11,r-52731223,TÀI,Đã mua tại DMX,Dùng OK,Đã dùng khoảng 1 tuần
Xiaomi Redmi Note 11,r-52731118,LỰC,Đã mua tại TGDD,Ok,Đã dùng khoảng 1 tuần
Xiaomi Redmi Note 11,r-52691790,BẰNG,Đã mua tại TGDD,Rất hài lòng về sản phẩm & sự phục vụ rất tốt của nhân viên Thế Giới Di Động,Đã dùng khoảng 1 tuần
Xiaomi Redmi Note 11,r-52665085,D NG,Đã mua tại TGDD,Không biết viết gì. Nhưng cứ bị bắt đánh giá,Đã dùng khoảng 1 tuần
Xiaomi Redmi Note 11,r-52640008,THANH,Đã mua tại DMX,Ngonn bổ rẻ,Đã dùng khoảng 1 tuần
Xiaomi Redmi Note 11,r-52617035,NGUYỄN HOÀNG CHÂU,Đã mua tại DMX,Màn hình mượt.pin sài quài ko hết,Đã dùng khoảng 7 ngày
Xiaomi Redmi Note 11,r-52566093,THỨC,Đã mua tại TGDD,"Màn hình đẹp pin trâu sạc nhanh, chơi tốc chiến mượt",Đã dùng khoảng 1 tuần
Xiaomi Redmi Note 11,r-52556296,LĨNH,Đã mua tại DMX,"Máy pin tốt, màn đẹp, nhân viên dễ thương, nhiệt tình",Đã dùng khoảng 7 tháng
Xiaomi Redmi Note 11,r-52504098,QUẢNG,Đã mua tại DMX,Tâm được,Đã dùng khoảng 1 tuần
Xiaomi Redmi Note 11,r-52500724,DIỆU,Đã mua tại DMX,"Nhân viên nhiệt tình vui vẻ, máy sài ổn áp, pin trâu",Đã dùng khoảng 3 tuần
Xiaomi Redmi Note 11,r-52497551,TIẾN,Đã mua tại DMX,Điện thoại redmi mới đúng những cảm thấy rất tốt,Đã dùng khoảng 2 tuần
Xiaomi Redmi Note 11,r-52475011,Nguyễn Tấn Kiệt,Đã mua tại TGDD,Điện thoại đẹp,Đã dùng khoảng 1 ngày
Xiaomi Redmi Note 11,r-52441526,TÍ,Đã mua tại DMX,Tốt Sài quá OK với mức giá này,Đã dùng khoảng 1 tuần
Xiaomi Redmi Note 11,r-52397296,Duẩn,Đã mua tại TGDD,"Điện thoại sài tốt, ko nóng, pin đủ dùng trong ngày, các tác vụ mượt mà, đáng mua trong tầm giá",Đã dùng khoảng 1 tuần
Xiaomi Redmi Note 11,r-52349791,Tran Van Khánh,Đã mua tại TGDD,"đt đẹp trong tầm giá sạc nhanh, pin trâu máy chơi lq ổn,nhân vien tư vấn nhiệt tình.",Đã dùng khoảng 1 ngày
Xiaomi Redmi Note 11,r-52292758,TIẾN,Đã mua tại DMX,Tuyệt vời,Đã dùng khoảng 1 tuần
Xiaomi Redmi Note 11,r-52273005,Lê Văn Linh,Đã mua tại DMX,Cho mình hỏi cách cài đặt.. khi chơi game thoát ra cửa sổ để vào ứng dụng khác.. khi quay lại game thì game tự khởi động lại chứ ko còn mở như cũ z.. rất khó chịu..,Đã dùng khoảng 4 tháng
Xiaomi Redmi Note 11,r-52260985,MINH,Đã mua tại TGDD,"Sản phẩm dùng rất tốt, cấu hình mạnh, giá lại rẻ. Rất thích Sản Phẩm này",Đã dùng khoảng 1 tuần
Xiaomi Redmi Note 11,r-52249599,Trần Thiên,Đã mua tại TGDD,Sản phẩm tốt trong tầm giá 4 triệu còn chất lượng cần trải nghiệm thêm mọi người nên mua để trải nghiệm và sử dụng nhé,Đã dùng khoảng 1 ngày
Xiaomi Redmi Note 11,r-52145252,Ngân,Đã mua tại TGDD,Mình thấy khá ok trong tầm giá,Đã dùng khoảng 1 ngày
Xiaomi Redmi Note 11,r-52144930,GIANG,Đã mua tại TGDD,Trước mắt thấy ổn. Mua để tặng Vợ và Vợ khá là hài lòng.,Đã dùng khoảng 1 tuần
Xiaomi Redmi Note 11,r-52136589,HIỆP,Đã mua tại TGDD,Dùng được. Ngon,Đã dùng khoảng 1 tuần
Xiaomi Redmi Note 11,r-52084961,TRANG,Đã mua tại DMX,Ok,Đã dùng khoảng 1 tuần
Xiaomi Redmi Note 11,r-52055727,HOÀNG,Đã mua tại DMX,Sản phẩm ok,Đã dùng khoảng 1 tuần
Xiaomi Redmi Note 11,r-51987508,Phạm Hữu Gìn,Đã mua tại TGDD,Sãn phẫm tốt so với giá tiền máy mới nên chất lượng yên tâm nhân viên giao hàng nhanh và nhiệt tình máy màn hình rất đẹp pin đủ dùng 1 ngày khá thích camera ở mức đủ dùng không quá xuất sắc máy khá nhạy mới màn 90hz đánh giá chung 10/10 về chất lượng máy và phục vụ . Thế giới di động là yên tâm,Đã dùng khoảng 1 ngày
Xiaomi Redmi Note 11,r-51977189,NỨC,Đã mua tại DMX,Sản phẩm sử dụng rất tốt và nhân viên phục vụ khách hàng chu đáo ạh,Đã dùng khoảng 1 tuần
Xiaomi Redmi Note 11,r-51941849,Phạm Hoà Cường,Đã mua tại TGDD,Nhân viên phục vụ rất nhiệt tình,Đã dùng khoảng 1 tuần
Xiaomi Redmi Note 11,r-51685142,CƯỜNG,Đã mua tại TGDD,tốt,Đã dùng khoảng 1 tuần
Xiaomi Redmi Note 11,r-51676746,MAI,Đã mua tại TGDD,Tôt,Đã dùng khoảng 1 tuần
Xiaomi Redmi Note 11,r-51510767,Nguyễn Hoàng Nhựt,Đã mua tại TGDD,Wifi nhà vẫn ổn nhưng máy hút sóng hơi yếu nhưng vẫn thông cảm được hehe,Đã dùng khoảng 1 ngày
Xiaomi Redmi Note 11,r-51439933,Trần Việt Anh,Đã mua tại TGDD,"Wifi hơi yếu và cảm hơi ảo.còn lại đều OK.nhân viên lịch sự,nhiệt tình,thân thiện",Đã dùng khoảng 1 ngày
Xiaomi Redmi Note 11,r-51230432,NGO MINH HIEU,Đã mua tại TGDD,Tốt dù mua máy đổi trả nhưng dùng ok,Đã dùng khoảng 1 ngày
Xiaomi Redmi Note 11,r-51168154,Châu,Đã mua tại TGDD,"Sử dụng 6 ngày thấy xứng đáng là điện thoại tốt, mượt mà hiển thị rất đẹp mắt sạc PIN nhanh sử dụng cơ bản nghe gọi Facebook youtube ,liên quan pin có thể trụ được 1 ngày",Đã dùng khoảng 5 ngày
Xiaomi Redmi Note 11,r-51124515,Hoà Đẹp Zai Zịt Thêu,Đã mua tại TGDD,"Loa kép rất to, xem phim thì ối dồi ôi luôn Màn đẹp Pin thì đang test Chơi gane anh em nhớ bật Game Turbo lên nhé, sẽ mượt hơn nhiều",Đã dùng khoảng 1 ngày
Xiaomi Redmi Note 11,r-51078115,NguyễN Phương ToàN,Đã mua tại TGDD,Từ hồi mua sản phẩm này là ưng và mua về cho cha mẹ sài tốt nhất tầm giá này,Đã dùng khoảng 1 tháng
Xiaomi Redmi Note 11,r-50953925,Hiền,Đã mua tại TGDD,Máy mua về dùng mượt.màn hình đẹp và loa to nghe rất thích.,Đã dùng khoảng 3 tuần
Xiaomi Redmi Note 11,r-50953858,Phạm Ngọc Khánh,Đã mua tại TGDD,Giá rẻ ngon nhất tầm giá hơn 4tr. Màn hình đẹp hơn các hãng còn lại.đã mua cho mẹ vs chị gái.rất ưng ý. Nv phục vụ nhiệt tình,Đã dùng khoảng 2 tuần
Xiaomi Redmi Note 11,r-50949183,Nguyễn Văn Chương,Đã mua tại TGDD,"Mới mua ở đâu bình dương quên rồi, trời mưa vào đục mưa được mấy e tư vấn thế là mùa về cho vợ chơi,mua ko phải vì dt mua vì nhân viên nhiệt tình haha",Đã dùng khoảng 1 ngày
Xiaomi Redmi Note 11,r-50930631,Thận,Đã mua tại TGDD,Mọi người thấy mình mua về ngon nên nhiều người mua theo. Ngon trong tầm giá,Đã dùng khoảng 6 ngày
Xiaomi Redmi Note 11,r-50903472,Đào Chí Quyết,Đã mua tại TGDD,Quá tốt so với giá tiền,Đã dùng khoảng 1 tuần
Xiaomi Redmi Note 11,r-50887327,Nguyễn Hà Huy,Đã mua tại TGDD,"Trong cái tầm tiền ít như này thì máy rất đáng tiền, chơi game mượt khi cài đồ hoạ thấp, màn sáng cao nhưng ko đẹp bằng màn iphone, sạc nhanh 33w mà lên pin chậm hơn ip8plus sóng đổi từ 4g-3g-2g liên tục, tiền nào thì đồ đấy",Đã dùng khoảng 1 ngày
Xiaomi Redmi Note 11,r-50806730,Nguyễn Xuân Trường,Đã mua tại TGDD,"Máy ok trong tầm giá. Pin trâu sạc nhanh, màn đẹp ( có điều ytb chrome phải tải setedit về cài lại mới lên 90hz). nhân viên tgdd kênh liêm -cao thắng - hạ long- quảng ninh phục vụ tốt .",Đã dùng khoảng 1 ngày
Xiaomi Redmi Note 11,r-50779449,Lê Thành Trung,Đã mua tại TGDD,Pin tốt sạc nhanh dùng mượt Màn đẹp mình chỉ dùng xem phim zalo YouTube tiktok Facebook thôi Không chơi game Cam thì tạm ổn,Đã dùng khoảng 3 ngày
Xiaomi Redmi Note 11,r-50772799,Huỳnh Anh Thi,Đã mua tại DMX,Cảm ơn bạn nhân viên tên đạt đã tư vấn kiêm giao hàng rất nhiệt tình. Tôi se giới thiệu cho bạn bè và người thân ủng hộ.,Đã dùng khoảng 1 ngày
Xiaomi Redmi Note 11,r-50765649,A Thương,Đã mua tại TGDD,quá tuyệt vời cho những sản phẩm của tgdd,Đã dùng khoảng 1 tuần
Xiaomi Redmi Note 11,r-50765224,Dương Văn Hội,Đã mua tại TGDD,"Cảm nhận sau 1 tháng sử dụng , rất hài lòng giá cả hợp lý máy pin châu sacc nhanh màn hình đẹp , thiết kế bắt mắt ,,,,",Đã dùng khoảng 1 tháng
Xiaomi Redmi Note 11,r-50736465,Hưng,Đã mua tại DMX,Sạc nhanh màn đẹp.,Đã dùng khoảng 1 tháng
Xiaomi Redmi Note 11,r-50735665,Phú Sang,Đã mua tại DMX,"Sau khi dùng Redmi Note 11 sau 01 tháng sử dụng mình có một số đánh giá như sau: Máy dùng rất tốt không có gì phàn nàn. Ưu điểm: Màn hình đẹp, pin trâu, sạc nhanh (01giờ đầy từ 0%), Liên Quân mượt 60fps, ...Về nhược điểm: Camera chụp ảnh và quay phim ở mức chấp nhận được, đủ dùng! Được cấu hình và màn hình ngon phải chấp nhận đánh đổi! Tóm lại đây là sản phẩm rất đáng mua trong tầm giá!",Đã dùng khoảng 1 tháng
Xiaomi Redmi Note 11,r-50734838,Nguyễn Thành Sang,Đã mua tại DMX,"Sản phẩm ok trong tầm giá, tuy nhiên cam hơi xấu",Đã dùng khoảng 3 tuần
Xiaomi Redmi Note 11,r-50734440,Hà Ngọc Anh,Đã mua tại DMX,Rất ưng,Đã dùng khoảng 1 tháng
Xiaomi Redmi Note 11,r-50733872,Nguyễn Trung Tiến,Đã mua tại DMX,Máy ổn trong tầm giá cấu hình ổn nhìn chung là ngon,Đã dùng khoảng 1 tháng
Xiaomi Redmi Note 11,r-50732886,Luân,Đã mua tại DMX,Tốt,Đã dùng khoảng 1 tháng
Xiaomi Redmi Note 11,r-50732017,Nguyễn T,Đã mua tại DMX,"Máy đẹp,pin trâu,màn hình quá đỉnh trong tầm giá.Nên mua",Đã dùng khoảng 1 tháng
Xiaomi Redmi Note 11,r-50730513,Anh Liêm,Đã mua tại DMX,Tốt,Đã dùng khoảng 1 tháng
Xiaomi Redmi Note 11,r-50727540,Trần Tiến Đạt,Đã mua tại DMX,Sản phẩn tốt chất lượng tuy nhiên lâu lâu vẫn bị giật lag nhẹ chắc là do con chip mới chưa được tối ưu,Đã dùng khoảng 1 tháng
Xiaomi Redmi Note 11,r-50727342,Mai Đào,Đã mua tại DMX,"Tốt, rẻ, đẹp",Đã dùng khoảng 1 tháng
Xiaomi Redmi Note 11,r-50703344,Thịnh,Đã mua tại TGDD,Ai giống mình khi pin về 1% chỉ đc 30s là sập nguồn luôn k??????????????????????,Đã dùng khoảng 1 tháng
Xiaomi Redmi Note 11,r-50673377,Lê Đức Anh,Đã mua tại TGDD,"Giá tốt màn hình đẹp loa to giao diện mượt mà hiệu năng cân bằng , gần 1 tháng sử dụng mình thấy rất hài lòng , mình không đa nhiệm nhiều hay dùng nhiều app nên ram 4 rom 64 mình thấy vẫn rất dư dã tuy nhiên mình khuyên bạn nào dùng máy này nên tắt 90hz đi để trải nghiệm tốt hơn vì 90hz nó gây nóng máy nhất là lúc chơi game và nó cũng ko thật sự mượt hơn 60hz là bao.",Đã dùng khoảng 3 tuần
