Id_comment,Name_phone,Name_comment,Buy_place_comment,Content_comment,Used_comment,label
r-52599348,Samsung Galaxy Z Flip4 5G,TRANG,Đã mua tại TGDD,Good,Đã dùng khoảng 3 tuần,1
r-52587901,Samsung Galaxy Z Flip4 5G,Nguyễn Thảo,Đã mua tại DMX,"Nhỏ gọn, xài mướt chụp ảnh rõ nét đẹp, pin cucg khá ổn xài đc nữa ngày, nói chung là ok",Đã dùng khoảng 3 tuần,1
r-52572882,Samsung Galaxy Z Flip4 5G,TUYỀN,Đã mua tại DMX,Đt đẹp,Đã dùng khoảng 2 tuần,1
r-52505803,Samsung Galaxy Z Flip4 5G,HAI,Đã mua tại TGDD,Tôt,Đã dùng khoảng 2 tuần,1
r-52504260,Samsung Galaxy Z Flip4 5G,NGUYÊN,Đã mua tại TGDD,"Rất đẹp, mua được giá có nhiều khuyến mãi nên rất ưng ý.",Đã dùng khoảng 2 tuần,1
r-52504137,Samsung Galaxy Z Flip4 5G,HƯNG,Đã mua tại TGDD,Sản phẩm đẹp ạ,Đã dùng khoảng 1 tuần,1
r-52502319,Samsung Galaxy Z Flip4 5G,Hồ Thị Vui,Đã mua tại DMX,OK hết,Đã dùng khoảng 1 tuần,1
r-52498691,Samsung Galaxy Z Flip4 5G,Văn,Đã mua tại TGDD,Good,Đã dùng khoảng 1 tuần,1
r-52495803,Samsung Galaxy Z Flip4 5G,Nguyễn Thị Nha Trang,Đã mua tại TGDD,Điện thoại rất đẹp gấp lại rất gọn rất ưng ý,Đã dùng khoảng 1 tuần,1
r-52494818,Samsung Galaxy Z Flip4 5G,DƯƠNG THÙY TRANG,Đã mua tại DMX,🥰🥰🥰🥰,Đã dùng khoảng 5 ngày,2
r-52493215,Samsung Galaxy Z Flip4 5G,NGUYỄN THÁI DƯƠNG,Đã mua tại DMX,Trải nghiệm rất thú vị khi chuyển từ Iphone sang Samsung trên chiếc máy này !,Đã dùng khoảng 7 ngày,1
r-52490696,Samsung Galaxy Z Flip4 5G,Lâm Nguyễn Phương Loan,Đã mua tại TGDD,"Bạn nữ nào thích thì mua thôi, gọn, xinh, máy mượt, chụp ảnh ok, nét, nhiều cái hay hay. Với lại ra đường nhiều người chú ý dt gì lạ vậy",Đã dùng khoảng 3 ngày,1
r-52404824,Samsung Galaxy Z Flip4 5G,Trần Huyền Trang,Đã mua tại TGDD,"Đẹp, mượt, linh hoạt",Đã dùng khoảng 1 tuần,1
r-53333568,Samsung Galaxy Z Flip4 5G,MAI,Đã mua tại DMX,Rat tốt,Đã dùng khoảng 1 tuần,1
r-53224393,Samsung Galaxy Z Flip4 5G,LONG,Đã mua tại TGDD,Mới xài thấy rất OK,Đã dùng khoảng 1 tuần,1
r-53186234,Samsung Galaxy Z Flip4 5G,HÙNG,Đã mua tại TGDD,Tốt,Đã dùng khoảng 1 tuần,1
r-53111932,Samsung Galaxy Z Flip4 5G,VÂN,Đã mua tại DMX,Máy đẹp. Ốp đẹp. Không hết pin nhanh như mọi người nghĩ đâu.,Đã dùng khoảng 1 tuần,1
r-53041088,Samsung Galaxy Z Flip4 5G,LINH,Đã mua tại TGDD,Mình tháy dùng cũng đươc.thích kiêu gập và màu tím,Đã dùng khoảng 1 tuần,1
r-52838804,Samsung Galaxy Z Flip4 5G,HẢI,Đã mua tại DMX,"Hài long với cửa hàng, luôn có thái độ tốt với bất cứ khách nào vào cửa hàng, đều đc nv hỗ trợi nhiệt tình",Đã dùng khoảng 1 tuần,1
r-52497469,Samsung Galaxy Z Flip4 5G,Nguyễn Thị Sáng,Đã mua tại DMX,"Tạm thời máy dùng rất ổn, mượt, pin rất trâu, chụp ảnh đẹp",Đã dùng khoảng 1 tuần,1
r-52493357,Samsung Galaxy Z Flip4 5G,PHAN THỊ LÊ,Đã mua tại DMX,Tốt,Đã dùng khoảng 1 tuần,1
r-52490918,Samsung Galaxy Z Flip4 5G,Hà Nhật Mai,Đã mua tại TGDD,"Thật sự sp rất đẹp và ổn áp. Đúng là như mọi người đã nói, pin tụt nhanh. Nhưng cũng dễ hiểu vì ss có quá nhiều chức năng, hình ảnh và hiển thị rất đa màu sắc nên tốn khá nhiều pin dù để không không sử dụng vẫn tụt. Nhưng chung quy thì vẫn là 1 sản phẩm tốt. Khuyến cáo ai chơi game không nên sử dụng l.",Đã dùng khoảng 1 tuần,2
r-53472073,Samsung Galaxy Z Flip4 5G,Thương,Đã mua tại DMX,Bình thường,Đã dùng khoảng 1 tháng,1
r-53323931,Samsung Galaxy Z Flip4 5G,Nguyễn Thị Mai,Đã mua tại TGDD,Điện thoại rất nhanh nóng. Đặc biệt lúc xạc pin nóng như sắp nổ dt,Đã dùng khoảng 5 ngày,0
r-52404764,Samsung Galaxy Z Flip4 5G,C Trần,Đã mua tại TGDD,"Pin vẫn nhanh hết, dùng tỪ 7h đến 17h là hết rùi.",Đã dùng khoảng 1 tuần,0
r-53197043,Samsung Galaxy Z Flip4 5G,TUẤN,Đã mua tại DMX,Máy bị lỗi khuôn mặt. Lúc nhận lúc không. Lắp 2 sik vào thì bị đơ. Chậm,Đã dùng khoảng 1 tuần,0
r-53133928,Samsung Galaxy Z Flip4 5G,THẮNG,Đã mua tại TGDD,Điện thoại cực nhah hết pin ngày xạc 2.3 lần,Đã dùng khoảng 3 tuần,0
r-53537567,Xiaomi Redmi Note 11,TRỊNH MINH KHA,Đã mua tại DMX,"SP sạc nhanh pin ok sau 1 thời gian dùng máy cảm thấy ổn.... Hợp với giá tiền ngon bổ rẻ sẽ giới thiệu cho bạn bè, người thân mua",Đã dùng khoảng 1 tuần,1
r-53441582,Xiaomi Redmi Note 11,B NG,Đã mua tại TGDD,Sp tốt.,Đã dùng khoảng 2 tháng,1
r-53366646,Xiaomi Redmi Note 11,BẨY,Đã mua tại DMX,Hàng dùng ok đã mua 3 cái cho người thân,Đã dùng khoảng 4 tháng,1
r-53293647,Xiaomi Redmi Note 11,LỘC,Đã mua tại DMX,"ĐT ổn trong tầm giá, nhân viên tư vấn nhiệt tình",Đã dùng khoảng 1 tuần,1
r-53257239,Xiaomi Redmi Note 11,LINH,Đã mua tại TGDD,Đang sử dụng và cảm thấy ổn. Dù máy đã qua sẽ nhưng 👍,Đã dùng khoảng 1 tháng,1
r-53251624,Xiaomi Redmi Note 11,THIỆN,Đã mua tại DMX,Dùng ngon mình đang dùng note 9pro đây là mua hộ e gái note 11 màn hình đẹp mượt nói chung dùng ngon so với tầm giá,Đã dùng khoảng 1 tuần,1
r-53212990,Xiaomi Redmi Note 11,HIỀN,Đã mua tại TGDD,Sản phẩm dễ sử dụng. Nên mua,Đã dùng khoảng 1 tuần,1
r-53131730,Xiaomi Redmi Note 11,Vì Vẫn Thu,Đã mua tại TGDD,Mk mua máy đc ba tháng giờ bán lại đc ko vậy ạ,Đã dùng khoảng 2 tháng,2
r-53081344,Xiaomi Redmi Note 11,Hoàng,Đã mua tại TGDD,Cho mình hỏi nếu mình unlock bootloader máy thì còn được bảo hành không bạn,Đã dùng khoảng 8 tháng,2
r-53004940,Xiaomi Redmi Note 11,HOÀNG,Đã mua tại DMX,Tôt,Đã dùng khoảng 1 tuần,1
r-52831150,Xiaomi Redmi Note 11,QUYẾN,Đã mua tại DMX,Đã mua và trải nghiệm .trước mắt là hài lòng k có vấn đề gì hết..còn lâu dài mới biết Cho 5 sao nhé,Đã dùng khoảng 1 tuần,1
r-52798026,Xiaomi Redmi Note 11,NGUYEN PHUONG NAM,Đã mua tại TGDD,Dùng rất tốt,Đã dùng khoảng 7 ngày,1
r-52773720,Xiaomi Redmi Note 11,CƯƠNG,Đã mua tại TGDD,Hh,Đã dùng khoảng 1 tuần,2
r-52756215,Xiaomi Redmi Note 11,THỊNH,Đã mua tại TGDD,Rất tốt,Đã dùng khoảng 1 tuần,1
r-52754901,Xiaomi Redmi Note 11,CHÂU,Đã mua tại TGDD,Sp rất tốt,Đã dùng khoảng 1 tuần,1
r-52751462,Xiaomi Redmi Note 11,THẮNG,Đã mua tại TGDD,Sản phẩm ok,Đã dùng khoảng 1 tuần,1
r-52731223,Xiaomi Redmi Note 11,TÀI,Đã mua tại DMX,Dùng OK,Đã dùng khoảng 1 tuần,1
r-52731118,Xiaomi Redmi Note 11,LỰC,Đã mua tại TGDD,Ok,Đã dùng khoảng 1 tuần,1
r-52691790,Xiaomi Redmi Note 11,BẰNG,Đã mua tại TGDD,Rất hài lòng về sản phẩm & sự phục vụ rất tốt của nhân viên Thế Giới Di Động,Đã dùng khoảng 1 tuần,1
r-52665085,Xiaomi Redmi Note 11,D NG,Đã mua tại TGDD,Không biết viết gì. Nhưng cứ bị bắt đánh giá,Đã dùng khoảng 1 tuần,2
r-52640008,Xiaomi Redmi Note 11,THANH,Đã mua tại DMX,Ngonn bổ rẻ,Đã dùng khoảng 1 tuần,1
r-52617035,Xiaomi Redmi Note 11,NGUYỄN HOÀNG CHÂU,Đã mua tại DMX,Màn hình mượt.pin sài quài ko hết,Đã dùng khoảng 7 ngày,1
r-52566093,Xiaomi Redmi Note 11,THỨC,Đã mua tại TGDD,"Màn hình đẹp pin trâu sạc nhanh, chơi tốc chiến mượt",Đã dùng khoảng 1 tuần,1
r-52556296,Xiaomi Redmi Note 11,LĨNH,Đã mua tại DMX,"Máy pin tốt, màn đẹp, nhân viên dễ thương, nhiệt tình",Đã dùng khoảng 7 tháng,1
r-52504098,Xiaomi Redmi Note 11,QUẢNG,Đã mua tại DMX,Tâm được,Đã dùng khoảng 1 tuần,1
r-52500724,Xiaomi Redmi Note 11,DIỆU,Đã mua tại DMX,"Nhân viên nhiệt tình vui vẻ, máy sài ổn áp, pin trâu",Đã dùng khoảng 3 tuần,1
r-52497551,Xiaomi Redmi Note 11,TIẾN,Đã mua tại DMX,Điện thoại redmi mới đúng những cảm thấy rất tốt,Đã dùng khoảng 2 tuần,1
r-52475011,Xiaomi Redmi Note 11,Nguyễn Tấn Kiệt,Đã mua tại TGDD,Điện thoại đẹp,Đã dùng khoảng 1 ngày,1
r-52441526,Xiaomi Redmi Note 11,TÍ,Đã mua tại DMX,Tốt Sài quá OK với mức giá này,Đã dùng khoảng 1 tuần,1
r-52397296,Xiaomi Redmi Note 11,Duẩn,Đã mua tại TGDD,"Điện thoại sài tốt, ko nóng, pin đủ dùng trong ngày, các tác vụ mượt mà, đáng mua trong tầm giá",Đã dùng khoảng 1 tuần,1
r-52349791,Xiaomi Redmi Note 11,Tran Van Khánh,Đã mua tại TGDD,"đt đẹp trong tầm giá sạc nhanh, pin trâu máy chơi lq ổn,nhân vien tư vấn nhiệt tình.",Đã dùng khoảng 1 ngày,1
r-52292758,Xiaomi Redmi Note 11,TIẾN,Đã mua tại DMX,Tuyệt vời,Đã dùng khoảng 1 tuần,1
r-52273005,Xiaomi Redmi Note 11,Lê Văn Linh,Đã mua tại DMX,Cho mình hỏi cách cài đặt.. khi chơi game thoát ra cửa sổ để vào ứng dụng khác.. khi quay lại game thì game tự khởi động lại chứ ko còn mở như cũ z.. rất khó chịu..,Đã dùng khoảng 4 tháng,2
r-52260985,Xiaomi Redmi Note 11,MINH,Đã mua tại TGDD,"Sản phẩm dùng rất tốt, cấu hình mạnh, giá lại rẻ. Rất thích Sản Phẩm này",Đã dùng khoảng 1 tuần,1
r-52249599,Xiaomi Redmi Note 11,Trần Thiên,Đã mua tại TGDD,Sản phẩm tốt trong tầm giá 4 triệu còn chất lượng cần trải nghiệm thêm mọi người nên mua để trải nghiệm và sử dụng nhé,Đã dùng khoảng 1 ngày,1
r-52145252,Xiaomi Redmi Note 11,Ngân,Đã mua tại TGDD,Mình thấy khá ok trong tầm giá,Đã dùng khoảng 1 ngày,1
r-52144930,Xiaomi Redmi Note 11,GIANG,Đã mua tại TGDD,Trước mắt thấy ổn. Mua để tặng Vợ và Vợ khá là hài lòng.,Đã dùng khoảng 1 tuần,1
r-52136589,Xiaomi Redmi Note 11,HIỆP,Đã mua tại TGDD,Dùng được. Ngon,Đã dùng khoảng 1 tuần,1
r-52084961,Xiaomi Redmi Note 11,TRANG,Đã mua tại DMX,Ok,Đã dùng khoảng 1 tuần,1
r-52055727,Xiaomi Redmi Note 11,HOÀNG,Đã mua tại DMX,Sản phẩm ok,Đã dùng khoảng 1 tuần,1
r-51987508,Xiaomi Redmi Note 11,Phạm Hữu Gìn,Đã mua tại TGDD,Sãn phẫm tốt so với giá tiền máy mới nên chất lượng yên tâm nhân viên giao hàng nhanh và nhiệt tình máy màn hình rất đẹp pin đủ dùng 1 ngày khá thích camera ở mức đủ dùng không quá xuất sắc máy khá nhạy mới màn 90hz đánh giá chung 10/10 về chất lượng máy và phục vụ . Thế giới di động là yên tâm,Đã dùng khoảng 1 ngày,1
r-51977189,Xiaomi Redmi Note 11,NỨC,Đã mua tại DMX,Sản phẩm sử dụng rất tốt và nhân viên phục vụ khách hàng chu đáo ạh,Đã dùng khoảng 1 tuần,1
r-51941849,Xiaomi Redmi Note 11,Phạm Hoà Cường,Đã mua tại TGDD,Nhân viên phục vụ rất nhiệt tình,Đã dùng khoảng 1 tuần,1
r-51685142,Xiaomi Redmi Note 11,CƯỜNG,Đã mua tại TGDD,tốt,Đã dùng khoảng 1 tuần,1
r-51676746,Xiaomi Redmi Note 11,MAI,Đã mua tại TGDD,Tôt,Đã dùng khoảng 1 tuần,1
r-51510767,Xiaomi Redmi Note 11,Nguyễn Hoàng Nhựt,Đã mua tại TGDD,Wifi nhà vẫn ổn nhưng máy hút sóng hơi yếu nhưng vẫn thông cảm được hehe,Đã dùng khoảng 1 ngày,2
r-51439933,Xiaomi Redmi Note 11,Trần Việt Anh,Đã mua tại TGDD,"Wifi hơi yếu và cảm hơi ảo.còn lại đều OK.nhân viên lịch sự,nhiệt tình,thân thiện",Đã dùng khoảng 1 ngày,2
r-51230432,Xiaomi Redmi Note 11,NGO MINH HIEU,Đã mua tại TGDD,Tốt dù mua máy đổi trả nhưng dùng ok,Đã dùng khoảng 1 ngày,1
r-51168154,Xiaomi Redmi Note 11,Châu,Đã mua tại TGDD,"Sử dụng 6 ngày thấy xứng đáng là điện thoại tốt, mượt mà hiển thị rất đẹp mắt sạc PIN nhanh sử dụng cơ bản nghe gọi Facebook youtube ,liên quan pin có thể trụ được 1 ngày",Đã dùng khoảng 5 ngày,1
r-51124515,Xiaomi Redmi Note 11,Hoà Đẹp Zai Zịt Thêu,Đã mua tại TGDD,"Loa kép rất to, xem phim thì ối dồi ôi luôn Màn đẹp Pin thì đang test Chơi gane anh em nhớ bật Game Turbo lên nhé, sẽ mượt hơn nhiều",Đã dùng khoảng 1 ngày,1
r-51078115,Xiaomi Redmi Note 11,NguyễN Phương ToàN,Đã mua tại TGDD,Từ hồi mua sản phẩm này là ưng và mua về cho cha mẹ sài tốt nhất tầm giá này,Đã dùng khoảng 1 tháng,1
r-50953925,Xiaomi Redmi Note 11,Hiền,Đã mua tại TGDD,Máy mua về dùng mượt.màn hình đẹp và loa to nghe rất thích.,Đã dùng khoảng 3 tuần,1
r-50953858,Xiaomi Redmi Note 11,Phạm Ngọc Khánh,Đã mua tại TGDD,Giá rẻ ngon nhất tầm giá hơn 4tr. Màn hình đẹp hơn các hãng còn lại.đã mua cho mẹ vs chị gái.rất ưng ý. Nv phục vụ nhiệt tình,Đã dùng khoảng 2 tuần,1
r-50949183,Xiaomi Redmi Note 11,Nguyễn Văn Chương,Đã mua tại TGDD,"Mới mua ở đâu bình dương quên rồi, trời mưa vào đục mưa được mấy e tư vấn thế là mùa về cho vợ chơi,mua ko phải vì dt mua vì nhân viên nhiệt tình haha",Đã dùng khoảng 1 ngày,1
r-50930631,Xiaomi Redmi Note 11,Thận,Đã mua tại TGDD,Mọi người thấy mình mua về ngon nên nhiều người mua theo. Ngon trong tầm giá,Đã dùng khoảng 6 ngày,1
r-50903472,Xiaomi Redmi Note 11,Đào Chí Quyết,Đã mua tại TGDD,Quá tốt so với giá tiền,Đã dùng khoảng 1 tuần,1
r-50887327,Xiaomi Redmi Note 11,Nguyễn Hà Huy,Đã mua tại TGDD,"Trong cái tầm tiền ít như này thì máy rất đáng tiền, chơi game mượt khi cài đồ hoạ thấp, màn sáng cao nhưng ko đẹp bằng màn iphone, sạc nhanh 33w mà lên pin chậm hơn ip8plus sóng đổi từ 4g-3g-2g liên tục, tiền nào thì đồ đấy",Đã dùng khoảng 1 ngày,1
r-50806730,Xiaomi Redmi Note 11,Nguyễn Xuân Trường,Đã mua tại TGDD,"Máy ok trong tầm giá. Pin trâu sạc nhanh, màn đẹp ( có điều ytb chrome phải tải setedit về cài lại mới lên 90hz). nhân viên tgdd kênh liêm -cao thắng - hạ long- quảng ninh phục vụ tốt .",Đã dùng khoảng 1 ngày,1
r-50779449,Xiaomi Redmi Note 11,Lê Thành Trung,Đã mua tại TGDD,Pin tốt sạc nhanh dùng mượt Màn đẹp mình chỉ dùng xem phim zalo YouTube tiktok Facebook thôi Không chơi game Cam thì tạm ổn,Đã dùng khoảng 3 ngày,1
r-50772799,Xiaomi Redmi Note 11,Huỳnh Anh Thi,Đã mua tại DMX,Cảm ơn bạn nhân viên tên đạt đã tư vấn kiêm giao hàng rất nhiệt tình. Tôi se giới thiệu cho bạn bè và người thân ủng hộ.,Đã dùng khoảng 1 ngày,1
r-50765649,Xiaomi Redmi Note 11,A Thương,Đã mua tại TGDD,quá tuyệt vời cho những sản phẩm của tgdd,Đã dùng khoảng 1 tuần,1
r-50765224,Xiaomi Redmi Note 11,Dương Văn Hội,Đã mua tại TGDD,"Cảm nhận sau 1 tháng sử dụng , rất hài lòng giá cả hợp lý máy pin châu sacc nhanh màn hình đẹp , thiết kế bắt mắt ,,,,",Đã dùng khoảng 1 tháng,1
r-50736465,Xiaomi Redmi Note 11,Hưng,Đã mua tại DMX,Sạc nhanh màn đẹp.,Đã dùng khoảng 1 tháng,1
r-50735665,Xiaomi Redmi Note 11,Phú Sang,Đã mua tại DMX,"Sau khi dùng Redmi Note 11 sau 01 tháng sử dụng mình có một số đánh giá như sau: Máy dùng rất tốt không có gì phàn nàn. Ưu điểm: Màn hình đẹp, pin trâu, sạc nhanh (01giờ đầy từ 0%), Liên Quân mượt 60fps, ...Về nhược điểm: Camera chụp ảnh và quay phim ở mức chấp nhận được, đủ dùng! Được cấu hình và màn hình ngon phải chấp nhận đánh đổi! Tóm lại đây là sản phẩm rất đáng mua trong tầm giá!",Đã dùng khoảng 1 tháng,1
r-50734838,Xiaomi Redmi Note 11,Nguyễn Thành Sang,Đã mua tại DMX,"Sản phẩm ok trong tầm giá, tuy nhiên cam hơi xấu",Đã dùng khoảng 3 tuần,0
r-50734440,Xiaomi Redmi Note 11,Hà Ngọc Anh,Đã mua tại DMX,Rất ưng,Đã dùng khoảng 1 tháng,1
r-50733872,Xiaomi Redmi Note 11,Nguyễn Trung Tiến,Đã mua tại DMX,Máy ổn trong tầm giá cấu hình ổn nhìn chung là ngon,Đã dùng khoảng 1 tháng,1
r-50732886,Xiaomi Redmi Note 11,Luân,Đã mua tại DMX,Tốt,Đã dùng khoảng 1 tháng,1
r-50732017,Xiaomi Redmi Note 11,Nguyễn T,Đã mua tại DMX,"Máy đẹp,pin trâu,màn hình quá đỉnh trong tầm giá.Nên mua",Đã dùng khoảng 1 tháng,1
r-50730513,Xiaomi Redmi Note 11,Anh Liêm,Đã mua tại DMX,Tốt,Đã dùng khoảng 1 tháng,1
r-50727540,Xiaomi Redmi Note 11,Trần Tiến Đạt,Đã mua tại DMX,Sản phẩn tốt chất lượng tuy nhiên lâu lâu vẫn bị giật lag nhẹ chắc là do con chip mới chưa được tối ưu,Đã dùng khoảng 1 tháng,2
r-50727342,Xiaomi Redmi Note 11,Mai Đào,Đã mua tại DMX,"Tốt, rẻ, đẹp",Đã dùng khoảng 1 tháng,1
r-50703344,Xiaomi Redmi Note 11,Thịnh,Đã mua tại TGDD,Ai giống mình khi pin về 1% chỉ đc 30s là sập nguồn luôn k??????????????????????,Đã dùng khoảng 1 tháng,0
r-50673377,Xiaomi Redmi Note 11,Lê Đức Anh,Đã mua tại TGDD,"Giá tốt màn hình đẹp loa to giao diện mượt mà hiệu năng cân bằng , gần 1 tháng sử dụng mình thấy rất hài lòng , mình không đa nhiệm nhiều hay dùng nhiều app nên ram 4 rom 64 mình thấy vẫn rất dư dã tuy nhiên mình khuyên bạn nào dùng máy này nên tắt 90hz đi để trải nghiệm tốt hơn vì 90hz nó gây nóng máy nhất là lúc chơi game và nó cũng ko thật sự mượt hơn 60hz là bao.",Đã dùng khoảng 3 tuần,1
r-50668718,Xiaomi Redmi Note 11,Trần Trung Tín,Đã mua tại TGDD,Mình không cập nhật lên Miui 13.0.5 nên vẫn còn quay video 1080p60fps. Máy sử dụng ngon lành. Nên sử dụng theo cách nhẫn nại. Là tự máy trơn tru. Làm ào ào đôi khi không tốt.,Đã dùng khoảng 1 ngày,0
r-50652414,Xiaomi Redmi Note 11,Long,Đã mua tại TGDD,"Sản phẩm dùng tốt trong tầm giá, sạc pin nhanh. Phù hợp với các em học sinh học online trong tình hình DỊCH BỆNH đang căng thẳng như hiện nay.",Đã dùng khoảng 1 ngày,1
r-50642990,Xiaomi Redmi Note 11,Trí,Đã mua tại TGDD,"Dù đặt online chưa từng được trả nghiệm thực tế nhưng khi lấy máy về tôi vô cùng hài lòng. Mọi thứ để hoàn hảo với mức giá 4,5tr",Đã dùng khoảng 1 ngày,1
r-50638535,Xiaomi Redmi Note 11,Kỳ,Đã mua tại DMX,"Tui mua Redmi Note 11 cho phụ huynh xài. Công bằng mà nói, dòng Redmi Note 11 không có nhiều nâng cấp so với Note 10, thậm chí có nhiều cái còn thua Note 10. Đơn cử, Snapdragon 680 chỉ hơn Snapdragon 678 về tiết kiệm pin do transistor nhỏ hơn; còn hiệu năng, kiến trúc CPU, v.v đều thua. Do đó, ai chưa có smartphone thì mua, còn đang xài Note 10 thì đợi Note 12.",Đã dùng khoảng 2 tuần,0
r-50632870,Xiaomi Redmi Note 11,Hoàng Văn Chung,Đã mua tại TGDD,Ai biết cách chỉnh chạy nền kh lúc chơi game out ra làm gì cái là y như rằng vào lại từ đầu:v,Đã dùng khoảng 6 ngày,0
r-50615116,Xiaomi Redmi Note 11,NGUYEN MINH HOANG,Đã mua tại TGDD,"Camera 📸 quá ok, hiệu năng máy với chip Snapdragon 680 quá mát, tóm lại tiền nào của nấy.",Đã dùng khoảng 7 ngày,1
r-50610646,Xiaomi Redmi Note 11,PHẠM HỒNG TUÂN,Đã mua tại TGDD,"Màn hình đẹp, mượt mà vì tần số 90Hz, pin dùng tương đối tốt, sau khi cập nhật thấy dùng ổn hơn.",Đã dùng khoảng 1 tuần,1
r-50562869,Xiaomi Redmi Note 11,Bùi Văn Bến,Đã mua tại TGDD,"Sau khi mua đc hơn1 tuần với cái giá dc km là 4,35tr mình đánh giá 1 cách khách quan như sau: Màn hình đẹp ( bạn nào thấy màn tối, ko đẹp thì vào cài đặt sang tần số quét 90Hz, và bỏ chế độ sáng tự động là oke), pin trâu bò, để qua đêm 22h đến 6h sáng tụt 2-3% (vẫn mở wifi, tắt hết ứng dụng chạy ngầm). Chụp hình đẹp so tầm giá, mấy bạn phán chụp hình ko đẹp có lẽ ko biết cách chụp ( trc khi chụp dùng khăn, áo..lau kính camera, chụp thuận sáng, nghiêng qua nghiêng lại chọn góc chụp nào sáng nhất, chọn chế độ chụp phù hợp, giữ chắc tay ko run...). Wifi và 3g rất tốt ko bị rớt mạng như nhiều ng phàn nàn ( có lẽ mới mua nên có bản cập nhật). Ko chơi game nên ko đánh giá sâu. Nói tóm lại với cái giá 4,35 triệu mà có màn hình Amoled 6,43 inh, độ phân giải FullHD, ram 4G, chíp rồng Snapdragon 680, pin 5000Mà, sạc nhanh....thì quá ngon và không có đối thủ trong tầm giá hơn 4 triệu.",Đã dùng khoảng 7 ngày,1
